id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
4058,pm-national-post-matric-merit-scholarship-phase-16,PM National Post-Matric Merit Scholarship Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Post-Matric Merit Scholarship,2,4,https://dbtbharat.gov.in/schemes/pm-national-post-matric-merit-scholarship-phase-16,"Central flagship program: Tuition fee waiver and maintenance stipend for higher collegiate education. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4059,pm-national-free-digital-tablet-laptop-distribution-phase-16,PM National Free Digital Tablet & Laptop Distribution Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Free Digital Tablet & Laptop Distribution,2,4,https://dbtbharat.gov.in/schemes/pm-national-free-digital-tablet-laptop-distribution-phase-16,"Central flagship program: High-speed digital learning devices distributed to meritorious board students. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4060,pm-national-competitive-exam-coaching-assistance-phase-16,PM National Competitive Exam Coaching Assistance Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Competitive Exam Coaching Assistance,2,4,https://dbtbharat.gov.in/schemes/pm-national-competitive-exam-coaching-assistance-phase-16,"Central flagship program: 100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4061,pm-national-girl-child-higher-education-incentive-phase-16,PM National Girl Child Higher Education Incentive Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Girl Child Higher Education Incentive,2,4,https://dbtbharat.gov.in/schemes/pm-national-girl-child-higher-education-incentive-phase-16,"Central flagship program: Direct milestone grant upon enrolling in undergraduate degree programs. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4062,pm-national-technical-polytechnic-skill-stipend-phase-16,PM National Technical & Polytechnic Skill Stipend Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Technical & Polytechnic Skill Stipend,2,4,https://dbtbharat.gov.in/schemes/pm-national-technical-polytechnic-skill-stipend-phase-16,"Central flagship program: Monthly allowance for students pursuing diploma and industrial training. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4063,pm-national-overseas-education-scholarship-for-ews-phase-16,PM National Overseas Education Scholarship for EWS Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Overseas Education Scholarship for EWS,2,4,https://dbtbharat.gov.in/schemes/pm-national-overseas-education-scholarship-for-ews-phase-16,"Central flagship program: Educational loan interest subsidy for foreign universities. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4064,pm-national-special-education-aid-for-divyang-students-phase-16,PM National Special Education Aid for Divyang Students Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Special Education Aid for Divyang Students,2,4,https://dbtbharat.gov.in/schemes/pm-national-special-education-aid-for-divyang-students-phase-16,"Central flagship program: Assistive braille, hearing aids, and transport allowance for disabled students. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4065,pm-national-matru-kalyan-nutrition-dbt-phase-16,PM National Matru Kalyan & Nutrition DBT Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Matru Kalyan & Nutrition DBT,1,4,https://dbtbharat.gov.in/schemes/pm-national-matru-kalyan-nutrition-dbt-phase-16,"Central flagship program: Conditional cash transfer across pregnancy trimesters and post-natal care. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4066,pm-national-mahila-swavalamban-livelihood-grant-phase-16,PM National Mahila Swavalamban Livelihood Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Mahila Swavalamban Livelihood Grant,1,4,https://dbtbharat.gov.in/schemes/pm-national-mahila-swavalamban-livelihood-grant-phase-16,"Central flagship program: Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4067,pm-national-kanya-vivah-marriage-assistance-phase-16,PM National Kanya Vivah & Marriage Assistance Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Kanya Vivah & Marriage Assistance,1,4,https://dbtbharat.gov.in/schemes/pm-national-kanya-vivah-marriage-assistance-phase-16,"Central flagship program: Direct financial grant for marriage of daughters from economically weaker families. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4068,pm-national-working-women-hostel-transport-subsidy-phase-16,PM National Working Women Hostel & Transport Subsidy Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Working Women Hostel & Transport Subsidy,1,4,https://dbtbharat.gov.in/schemes/pm-national-working-women-hostel-transport-subsidy-phase-16,"Central flagship program: Subsidized secure safe housing and monthly urban commute pass. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4069,pm-national-single-mother-destitute-women-pension-phase-16,PM National Single Mother & Destitute Women Pension Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Single Mother & Destitute Women Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-single-mother-destitute-women-pension-phase-16,"Central flagship program: Monthly social security pension for widowed and abandoned women. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4070,pm-national-sukanya-samriddhi-high-interest-top-up-phase-16,PM National Sukanya Samriddhi High-Interest Top-Up Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Sukanya Samriddhi High-Interest Top-Up,1,4,https://dbtbharat.gov.in/schemes/pm-national-sukanya-samriddhi-high-interest-top-up-phase-16,"Central flagship program: State government interest subsidy top-up on girl child savings accounts. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4071,pm-national-universal-cashless-health-insurance-phase-16,PM National Universal Cashless Health Insurance Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Universal Cashless Health Insurance,1,3,https://dbtbharat.gov.in/schemes/pm-national-universal-cashless-health-insurance-phase-16,"Central flagship program: Annual cashless hospitalization and surgical treatment cover in network hospitals. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4072,pm-national-critical-illness-relief-fund-cancer-kidney-phase-16,PM National Critical Illness Relief Fund (Cancer & Kidney) Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Critical Illness Relief Fund (Cancer & Kidney),1,3,https://dbtbharat.gov.in/schemes/pm-national-critical-illness-relief-fund-cancer-kidney-phase-16,"Central flagship program: One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4073,pm-national-free-diagnostic-tests-medicine-scheme-phase-16,PM National Free Diagnostic Tests & Medicine Scheme Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Free Diagnostic Tests & Medicine Scheme,1,3,https://dbtbharat.gov.in/schemes/pm-national-free-diagnostic-tests-medicine-scheme-phase-16,"Central flagship program: 100% free prescription drugs and pathology tests at government clinics. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4074,pm-national-senior-citizen-specialized-geriatric-care-phase-16,PM National Senior Citizen Specialized Geriatric Care Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Senior Citizen Specialized Geriatric Care,1,3,https://dbtbharat.gov.in/schemes/pm-national-senior-citizen-specialized-geriatric-care-phase-16,"Central flagship program: Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4075,pm-national-emergency-accidental-trauma-insurance-phase-16,PM National Emergency Accidental Trauma Insurance Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Emergency Accidental Trauma Insurance,1,3,https://dbtbharat.gov.in/schemes/pm-national-emergency-accidental-trauma-insurance-phase-16,"Central flagship program: Immediate cashless golden-hour emergency trauma care coverage. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4076,pm-national-old-age-social-security-pension-phase-16,PM National Old Age Social Security Pension Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Old Age Social Security Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-old-age-social-security-pension-phase-16,"Central flagship program: Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4077,pm-national-divyangjan-disability-monthly-pension-phase-16,PM National Divyangjan Disability Monthly Pension Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Divyangjan Disability Monthly Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-divyangjan-disability-monthly-pension-phase-16,"Central flagship program: Monthly financial support and motorized tricycle allowance for disabled persons. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4078,pm-national-antyodaya-subsidized-food-security-phase-16,PM National Antyodaya Subsidized Food Security Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Antyodaya Subsidized Food Security,1,4,https://dbtbharat.gov.in/schemes/pm-national-antyodaya-subsidized-food-security-phase-16,"Central flagship program: Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4079,pm-national-sanitation-workers-rehabilitation-grant-phase-16,PM National Sanitation Workers Rehabilitation Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Sanitation Workers Rehabilitation Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-sanitation-workers-rehabilitation-grant-phase-16,"Central flagship program: Capital subsidy and skill retraining for sanitary workers and sewer workers. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4080,pm-national-tribal-livelihood-forest-produce-grant-phase-16,PM National Tribal Livelihood & Forest Produce Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Tribal Livelihood & Forest Produce Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-tribal-livelihood-forest-produce-grant-phase-16,"Central flagship program: Direct procurement support and value addition subsidy for minor forest produce. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4081,pm-national-youth-apprenticeship-monthly-stipend-phase-16,PM National Youth Apprenticeship Monthly Stipend Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Youth Apprenticeship Monthly Stipend,2,3,https://dbtbharat.gov.in/schemes/pm-national-youth-apprenticeship-monthly-stipend-phase-16,"Central flagship program: Direct government stipend top-up for technical industrial apprenticeships. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4082,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-16,PM National Artisan & Craftsman Modern Tool Kit Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Artisan & Craftsman Modern Tool Kit Grant,2,3,https://dbtbharat.gov.in/schemes/pm-national-artisan-craftsman-modern-tool-kit-grant-phase-16,"Central flagship program: Free motorized toolkits and collateral-free micro credit for traditional artisans. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4083,pm-national-rural-youth-driving-heavy-machinery-training-phase-16,PM National Rural Youth Driving & Heavy Machinery Training Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Rural Youth Driving & Heavy Machinery Training,2,3,https://dbtbharat.gov.in/schemes/pm-national-rural-youth-driving-heavy-machinery-training-phase-16,"Central flagship program: 100% sponsored commercial vehicle and excavator driver training. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4084,pm-national-it-emerging-tech-bootcamp-voucher-phase-16,PM National IT & Emerging Tech Bootcamp Voucher Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National IT & Emerging Tech Bootcamp Voucher,2,3,https://dbtbharat.gov.in/schemes/pm-national-it-emerging-tech-bootcamp-voucher-phase-16,"Central flagship program: Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4085,pm-national-self-employment-micro-credit-guarantee-phase-16,PM National Self-Employment Micro-Credit Guarantee Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Self-Employment Micro-Credit Guarantee,2,3,https://dbtbharat.gov.in/schemes/pm-national-self-employment-micro-credit-guarantee-phase-16,"Central flagship program: Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4086,pm-national-pucca-house-construction-subsidy-phase-16,PM National Pucca House Construction Subsidy Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Pucca House Construction Subsidy,1,4,https://dbtbharat.gov.in/schemes/pm-national-pucca-house-construction-subsidy-phase-16,"Central flagship program: Direct installment financial grant for building disaster-resilient pucca home. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4087,pm-national-rooftop-solar-green-energy-assistance-phase-16,PM National Rooftop Solar & Green Energy Assistance Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Rooftop Solar & Green Energy Assistance,1,4,https://dbtbharat.gov.in/schemes/pm-national-rooftop-solar-green-energy-assistance-phase-16,"Central flagship program: Capital subsidy for grid-connected rooftop solar installation for homeowners. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4088,pm-national-slum-rehabilitation-ews-flat-allocation-phase-16,PM National Slum Rehabilitation & EWS Flat Allocation Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Slum Rehabilitation & EWS Flat Allocation,1,4,https://dbtbharat.gov.in/schemes/pm-national-slum-rehabilitation-ews-flat-allocation-phase-16,"Central flagship program: Subsidized ownership allotment of 1BHK flats with basic civic amenities. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4089,pm-national-rural-toilet-water-tap-incentive-phase-16,PM National Rural Toilet & Water Tap Incentive Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Rural Toilet & Water Tap Incentive,1,4,https://dbtbharat.gov.in/schemes/pm-national-rural-toilet-water-tap-incentive-phase-16,"Central flagship program: Financial assistance for individual household latrines and clean piped tap. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4090,pm-national-micro-enterprise-collateral-free-loan-phase-16,PM National Micro Enterprise Collateral-Free Loan Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Micro Enterprise Collateral-Free Loan,2,4,https://dbtbharat.gov.in/schemes/pm-national-micro-enterprise-collateral-free-loan-phase-16,"Central flagship program: Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4091,pm-national-women-entrepreneur-startup-grant-phase-16,PM National Women Entrepreneur Startup Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Women Entrepreneur Startup Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-women-entrepreneur-startup-grant-phase-16,"Central flagship program: Seed funding capital grant for innovative women-founded MSME ventures. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4092,pm-national-export-promotion-quality-certification-subsidy-phase-16,PM National Export Promotion & Quality Certification Subsidy Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Export Promotion & Quality Certification Subsidy,2,4,https://dbtbharat.gov.in/schemes/pm-national-export-promotion-quality-certification-subsidy-phase-16,"Central flagship program: Reimbursement for ISO, ZED, and international trade mark registration costs. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4093,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-16,PM National Credit Linked Capital Subsidy for Tech Upgradation Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Credit Linked Capital Subsidy for Tech Upgradation,2,4,https://dbtbharat.gov.in/schemes/pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-16,"Central flagship program: 15% upfront capital subsidy for machinery modernization in manufacturing. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4094,pm-national-e-vehicle-green-mobility-subsidy-phase-16,PM National E-Vehicle & Green Mobility Subsidy Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National E-Vehicle & Green Mobility Subsidy,1,3,https://dbtbharat.gov.in/schemes/pm-national-e-vehicle-green-mobility-subsidy-phase-16,"Central flagship program: Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4095,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-16,PM National Rainwater Harvesting & Ground Water Recharge Grant Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National Rainwater Harvesting & Ground Water Recharge Grant,1,3,https://dbtbharat.gov.in/schemes/pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-16,"Central flagship program: Subsidized rooftop rainwater harvesting system for individual residences. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4096,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-16,PM National Bio-Gas & Cattle Dung Renewable Plant Subsidy Phase 16,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National Bio-Gas & Cattle Dung Renewable Plant Subsidy,2,3,https://dbtbharat.gov.in/schemes/pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-16,"Central flagship program: Financial support for installing domestic Gobar-Dhan biogas units. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4097,pm-national-kisan-samriddhi-crop-assistance-phase-17,PM National Kisan Samriddhi & Crop Assistance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Kisan Samriddhi & Crop Assistance,2,3,https://dbtbharat.gov.in/schemes/pm-national-kisan-samriddhi-crop-assistance-phase-17,"Central flagship program: Financial input subsidy for seed, fertilizer, and organic cultivation equipment. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4098,pm-national-solar-krishi-pump-subsidy-phase-17,PM National Solar Krishi Pump Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Solar Krishi Pump Subsidy,2,3,https://dbtbharat.gov.in/schemes/pm-national-solar-krishi-pump-subsidy-phase-17,"Central flagship program: Up to 90% capital subsidy for installing off-grid solar irrigation pumps. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4099,pm-national-horticulture-drip-irrigation-grant-phase-17,PM National Horticulture & Drip Irrigation Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Horticulture & Drip Irrigation Grant,2,3,https://dbtbharat.gov.in/schemes/pm-national-horticulture-drip-irrigation-grant-phase-17,"Central flagship program: Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4100,pm-national-dairy-cattle-development-incentive-phase-17,PM National Dairy & Cattle Development Incentive Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Dairy & Cattle Development Incentive,2,3,https://dbtbharat.gov.in/schemes/pm-national-dairy-cattle-development-incentive-phase-17,"Central flagship program: Financial assistance for purchasing high-yield milch cows and buffaloes. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4101,pm-national-fodder-cultivation-animal-care-grant-phase-17,PM National Fodder Cultivation & Animal Care Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Fodder Cultivation & Animal Care Grant,2,3,https://dbtbharat.gov.in/schemes/pm-national-fodder-cultivation-animal-care-grant-phase-17,"Central flagship program: Subsidized silage, quality seeds, and livestock health vaccination support. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4102,pm-national-fisheries-pond-biofloc-support-phase-17,PM National Fisheries Pond & Biofloc Support Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Fisheries Pond & Biofloc Support,2,3,https://dbtbharat.gov.in/schemes/pm-national-fisheries-pond-biofloc-support-phase-17,"Central flagship program: Capital grant for biofloc fish farming, fingerling supply, and aerators. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4103,pm-national-soil-health-organic-farming-mission-phase-17,PM National Soil Health & Organic Farming Mission Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Soil Health & Organic Farming Mission,2,3,https://dbtbharat.gov.in/schemes/pm-national-soil-health-organic-farming-mission-phase-17,"Central flagship program: Free soil nutrient testing kit and bio-compost financial top-up grant. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4104,pm-national-farm-mechanization-rotavator-subsidy-phase-17,PM National Farm Mechanization & Rotavator Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Agriculture,1,National Farm Mechanization & Rotavator Subsidy,2,3,https://dbtbharat.gov.in/schemes/pm-national-farm-mechanization-rotavator-subsidy-phase-17,"Central flagship program: Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4105,pm-national-post-matric-merit-scholarship-phase-17,PM National Post-Matric Merit Scholarship Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Post-Matric Merit Scholarship,2,4,https://dbtbharat.gov.in/schemes/pm-national-post-matric-merit-scholarship-phase-17,"Central flagship program: Tuition fee waiver and maintenance stipend for higher collegiate education. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4106,pm-national-free-digital-tablet-laptop-distribution-phase-17,PM National Free Digital Tablet & Laptop Distribution Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Free Digital Tablet & Laptop Distribution,2,4,https://dbtbharat.gov.in/schemes/pm-national-free-digital-tablet-laptop-distribution-phase-17,"Central flagship program: High-speed digital learning devices distributed to meritorious board students. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4107,pm-national-competitive-exam-coaching-assistance-phase-17,PM National Competitive Exam Coaching Assistance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Competitive Exam Coaching Assistance,2,4,https://dbtbharat.gov.in/schemes/pm-national-competitive-exam-coaching-assistance-phase-17,"Central flagship program: 100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4108,pm-national-girl-child-higher-education-incentive-phase-17,PM National Girl Child Higher Education Incentive Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Girl Child Higher Education Incentive,2,4,https://dbtbharat.gov.in/schemes/pm-national-girl-child-higher-education-incentive-phase-17,"Central flagship program: Direct milestone grant upon enrolling in undergraduate degree programs. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4109,pm-national-technical-polytechnic-skill-stipend-phase-17,PM National Technical & Polytechnic Skill Stipend Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Technical & Polytechnic Skill Stipend,2,4,https://dbtbharat.gov.in/schemes/pm-national-technical-polytechnic-skill-stipend-phase-17,"Central flagship program: Monthly allowance for students pursuing diploma and industrial training. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4110,pm-national-overseas-education-scholarship-for-ews-phase-17,PM National Overseas Education Scholarship for EWS Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Overseas Education Scholarship for EWS,2,4,https://dbtbharat.gov.in/schemes/pm-national-overseas-education-scholarship-for-ews-phase-17,"Central flagship program: Educational loan interest subsidy for foreign universities. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4111,pm-national-special-education-aid-for-divyang-students-phase-17,PM National Special Education Aid for Divyang Students Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Education,1,National Special Education Aid for Divyang Students,2,4,https://dbtbharat.gov.in/schemes/pm-national-special-education-aid-for-divyang-students-phase-17,"Central flagship program: Assistive braille, hearing aids, and transport allowance for disabled students. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4112,pm-national-matru-kalyan-nutrition-dbt-phase-17,PM National Matru Kalyan & Nutrition DBT Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Matru Kalyan & Nutrition DBT,1,4,https://dbtbharat.gov.in/schemes/pm-national-matru-kalyan-nutrition-dbt-phase-17,"Central flagship program: Conditional cash transfer across pregnancy trimesters and post-natal care. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4113,pm-national-mahila-swavalamban-livelihood-grant-phase-17,PM National Mahila Swavalamban Livelihood Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Mahila Swavalamban Livelihood Grant,1,4,https://dbtbharat.gov.in/schemes/pm-national-mahila-swavalamban-livelihood-grant-phase-17,"Central flagship program: Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4114,pm-national-kanya-vivah-marriage-assistance-phase-17,PM National Kanya Vivah & Marriage Assistance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Kanya Vivah & Marriage Assistance,1,4,https://dbtbharat.gov.in/schemes/pm-national-kanya-vivah-marriage-assistance-phase-17,"Central flagship program: Direct financial grant for marriage of daughters from economically weaker families. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4115,pm-national-working-women-hostel-transport-subsidy-phase-17,PM National Working Women Hostel & Transport Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Working Women Hostel & Transport Subsidy,1,4,https://dbtbharat.gov.in/schemes/pm-national-working-women-hostel-transport-subsidy-phase-17,"Central flagship program: Subsidized secure safe housing and monthly urban commute pass. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4116,pm-national-single-mother-destitute-women-pension-phase-17,PM National Single Mother & Destitute Women Pension Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Single Mother & Destitute Women Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-single-mother-destitute-women-pension-phase-17,"Central flagship program: Monthly social security pension for widowed and abandoned women. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4117,pm-national-sukanya-samriddhi-high-interest-top-up-phase-17,PM National Sukanya Samriddhi High-Interest Top-Up Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Women & Child,1,National Sukanya Samriddhi High-Interest Top-Up,1,4,https://dbtbharat.gov.in/schemes/pm-national-sukanya-samriddhi-high-interest-top-up-phase-17,"Central flagship program: State government interest subsidy top-up on girl child savings accounts. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
