id,scheme_slug,title,benefit_type,amount_inr,frequency,details
3297,lakshadweep-divyangjan-disability-monthly-pension,Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
3298,lakshadweep-antyodaya-subsidized-food-security,Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
3299,lakshadweep-sanitation-workers-rehabilitation-grant,Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
3300,puducherry-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
3301,puducherry-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
3302,puducherry-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
3303,puducherry-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
3304,puducherry-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
3305,puducherry-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
3306,puducherry-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
3307,puducherry-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
3308,puducherry-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
3309,puducherry-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
3310,puducherry-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
3311,puducherry-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
3312,puducherry-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
3313,puducherry-overseas-education-scholarship-for-ews,Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
3314,puducherry-special-education-aid-for-divyang-students,Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
3315,puducherry-matru-kalyan-nutrition-dbt,Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
3316,puducherry-mahila-swavalamban-livelihood-grant,Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
3317,puducherry-kanya-vivah-marriage-assistance,Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
3318,puducherry-working-women-hostel-transport-subsidy,Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
3319,puducherry-single-mother-destitute-women-pension,Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
3320,puducherry-sukanya-samriddhi-high-interest-top-up,Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
3321,puducherry-universal-cashless-health-insurance,Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
3322,puducherry-critical-illness-relief-fund-cancer-kidney,Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
3323,puducherry-free-diagnostic-tests-medicine-scheme,Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
3324,puducherry-senior-citizen-specialized-geriatric-care,Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
3325,puducherry-emergency-accidental-trauma-insurance,Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
3326,puducherry-old-age-social-security-pension,Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
3327,puducherry-divyangjan-disability-monthly-pension,Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
3328,puducherry-antyodaya-subsidized-food-security,Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
3329,puducherry-sanitation-workers-rehabilitation-grant,Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
3330,puducherry-tribal-livelihood-forest-produce-grant,Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
3331,puducherry-youth-apprenticeship-monthly-stipend,Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
3332,puducherry-artisan-craftsman-modern-tool-kit-grant,Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
3333,puducherry-rural-youth-driving-heavy-machinery-training,Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
3334,puducherry-it-emerging-tech-bootcamp-voucher,IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
3335,puducherry-self-employment-micro-credit-guarantee,Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
3336,puducherry-pucca-house-construction-subsidy,Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
3337,puducherry-rooftop-solar-green-energy-assistance,Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
3338,puducherry-slum-rehabilitation-ews-flat-allocation,Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
3339,puducherry-rural-toilet-water-tap-incentive,Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
3340,puducherry-micro-enterprise-collateral-free-loan,Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
3341,puducherry-women-entrepreneur-startup-grant,Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
3342,puducherry-export-promotion-quality-certification-subsidy,Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
3343,puducherry-credit-linked-capital-subsidy-for-tech-upgradation,Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
3344,puducherry-e-vehicle-green-mobility-subsidy,E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
3345,pradhan-mantri-national-kisan-samriddhi-crop-assistance,National Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
3346,pradhan-mantri-national-solar-krishi-pump-subsidy,National Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
3347,pradhan-mantri-national-horticulture-drip-irrigation-grant,National Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
3348,pradhan-mantri-national-dairy-cattle-development-incentive,National Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
3349,pradhan-mantri-national-fodder-cultivation-animal-care-grant,National Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
3350,pradhan-mantri-national-fisheries-pond-biofloc-support,National Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
3351,pradhan-mantri-national-soil-health-organic-farming-mission,National Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
3352,pradhan-mantri-national-farm-mechanization-rotavator-subsidy,National Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
3353,pradhan-mantri-national-post-matric-merit-scholarship,National Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
3354,pradhan-mantri-national-free-digital-tablet-laptop-distribution,National Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
3355,pradhan-mantri-national-competitive-exam-coaching-assistance,National Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
3356,pradhan-mantri-national-girl-child-higher-education-incentive,National Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
3357,pradhan-mantri-national-technical-polytechnic-skill-stipend,National Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
3358,pradhan-mantri-national-overseas-education-scholarship-for-ews,National Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
3359,pradhan-mantri-national-special-education-aid-for-divyang-students,National Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
3360,pradhan-mantri-national-matru-kalyan-nutrition-dbt,National Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
3361,pradhan-mantri-national-mahila-swavalamban-livelihood-grant,National Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
3362,pradhan-mantri-national-kanya-vivah-marriage-assistance,National Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
3363,pradhan-mantri-national-working-women-hostel-transport-subsidy,National Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
3364,pradhan-mantri-national-single-mother-destitute-women-pension,National Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
3365,pradhan-mantri-national-sukanya-samriddhi-high-interest-top-up,National Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
3366,pradhan-mantri-national-universal-cashless-health-insurance,National Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
3367,pradhan-mantri-national-critical-illness-relief-fund-cancer-kidney,National Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
3368,pradhan-mantri-national-free-diagnostic-tests-medicine-scheme,National Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
3369,pradhan-mantri-national-senior-citizen-specialized-geriatric-care,National Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
3370,pradhan-mantri-national-emergency-accidental-trauma-insurance,National Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
3371,pradhan-mantri-national-old-age-social-security-pension,National Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
3372,pradhan-mantri-national-divyangjan-disability-monthly-pension,National Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
3373,pradhan-mantri-national-antyodaya-subsidized-food-security,National Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
3374,pradhan-mantri-national-sanitation-workers-rehabilitation-grant,National Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
3375,pradhan-mantri-national-tribal-livelihood-forest-produce-grant,National Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
3376,pradhan-mantri-national-youth-apprenticeship-monthly-stipend,National Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
3377,pradhan-mantri-national-artisan-craftsman-modern-tool-kit-grant,National Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
3378,pradhan-mantri-national-rural-youth-driving-heavy-machinery-training,National Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
3379,pradhan-mantri-national-it-emerging-tech-bootcamp-voucher,National IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
3380,pradhan-mantri-national-self-employment-micro-credit-guarantee,National Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
3381,pradhan-mantri-national-pucca-house-construction-subsidy,National Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
3382,pradhan-mantri-national-rooftop-solar-green-energy-assistance,National Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
3383,pradhan-mantri-national-slum-rehabilitation-ews-flat-allocation,National Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
3384,pradhan-mantri-national-rural-toilet-water-tap-incentive,National Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
3385,pradhan-mantri-national-micro-enterprise-collateral-free-loan,National Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
3386,pradhan-mantri-national-women-entrepreneur-startup-grant,National Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
3387,pradhan-mantri-national-export-promotion-quality-certification-subsidy,National Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
3388,pradhan-mantri-national-credit-linked-capital-subsidy-for-tech-upgradation,National Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
3389,pradhan-mantri-national-e-vehicle-green-mobility-subsidy,National E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
3390,pradhan-mantri-national-rainwater-harvesting-ground-water-recharge-grant,National Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
3391,pradhan-mantri-national-bio-gas-cattle-dung-renewable-plant-subsidy,National Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
3392,pm-national-kisan-samriddhi-crop-assistance-phase-2,National Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
3393,pm-national-solar-krishi-pump-subsidy-phase-2,National Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
3394,pm-national-horticulture-drip-irrigation-grant-phase-2,National Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
3395,pm-national-dairy-cattle-development-incentive-phase-2,National Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
3396,pm-national-fodder-cultivation-animal-care-grant-phase-2,National Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
3397,pm-national-fisheries-pond-biofloc-support-phase-2,National Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
3398,pm-national-soil-health-organic-farming-mission-phase-2,National Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
3399,pm-national-farm-mechanization-rotavator-subsidy-phase-2,National Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
3400,pm-national-post-matric-merit-scholarship-phase-2,National Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
3401,pm-national-free-digital-tablet-laptop-distribution-phase-2,National Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
3402,pm-national-competitive-exam-coaching-assistance-phase-2,National Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
3403,pm-national-girl-child-higher-education-incentive-phase-2,National Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
3404,pm-national-technical-polytechnic-skill-stipend-phase-2,National Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
3405,pm-national-overseas-education-scholarship-for-ews-phase-2,National Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
3406,pm-national-special-education-aid-for-divyang-students-phase-2,National Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
3407,pm-national-matru-kalyan-nutrition-dbt-phase-2,National Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
3408,pm-national-mahila-swavalamban-livelihood-grant-phase-2,National Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
3409,pm-national-kanya-vivah-marriage-assistance-phase-2,National Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
3410,pm-national-working-women-hostel-transport-subsidy-phase-2,National Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
3411,pm-national-single-mother-destitute-women-pension-phase-2,National Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
3412,pm-national-sukanya-samriddhi-high-interest-top-up-phase-2,National Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
3413,pm-national-universal-cashless-health-insurance-phase-2,National Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
3414,pm-national-critical-illness-relief-fund-cancer-kidney-phase-2,National Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
3415,pm-national-free-diagnostic-tests-medicine-scheme-phase-2,National Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
3416,pm-national-senior-citizen-specialized-geriatric-care-phase-2,National Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
3417,pm-national-emergency-accidental-trauma-insurance-phase-2,National Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
3418,pm-national-old-age-social-security-pension-phase-2,National Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
3419,pm-national-divyangjan-disability-monthly-pension-phase-2,National Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
3420,pm-national-antyodaya-subsidized-food-security-phase-2,National Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
3421,pm-national-sanitation-workers-rehabilitation-grant-phase-2,National Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
3422,pm-national-tribal-livelihood-forest-produce-grant-phase-2,National Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
3423,pm-national-youth-apprenticeship-monthly-stipend-phase-2,National Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
3424,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-2,National Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
3425,pm-national-rural-youth-driving-heavy-machinery-training-phase-2,National Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
